"trope","word","loglikelihood","totalTropeDialogue"
"Villainous Friendship","wrest",7.7781616144079,79
"Villainous Friendship","grasp",7.7781616144079,79
"Because You Were Nice to Me","tear",7.77777620895076,116
"Childhood Memory Demolition Team","success",7.77748730149068,41
"Sibling Team","mull",7.7774126314828,133
"Sibling Team","implication",7.7774126314828,133
"Sibling Team","freezing",7.7774126314828,133
"Sibling Team","cold",7.7774126314828,133
"Sibling Team","sick",7.7774126314828,133
"Sibling Team","delighted",7.7774126314828,133
"Sibling Team","hale",7.7774126314828,133
"Sibling Team","healthy",7.7774126314828,133
"Sibling Team","blurred",7.7774126314828,133
"Awful Truth","burp",7.7774126314828,133
"Awful Truth","wine",7.7774126314828,133
"Smug Super","best",7.77710127146612,54
"Smug Super","reckless",7.77710127146612,54
"Smug Super","inflict",7.77710127146612,54
"Smug Super","endure",7.77710127146612,54
"Smug Super","torment",7.77710127146612,54
"Smug Super","vengeance",7.77710127146612,54
"Eccentric Mentor","kid",7.77601453830139,51
"Hypocritical Humor","kid",7.77601453830139,51
"Devious Daggers","silly",7.77601453830139,51
"Our Dragons Are Different","PROPN",7.77583736423564,25
"Black Sheep","PROPN",7.77583736423564,25
"Tyrant Takes the Helm","PROPN",7.77583736423564,25
"School Idol","however",7.77496686557696,28
"Last Words","justice",7.77492204231215,52
"Back for the Dead","apprise",7.77490996304714,60
"Back for the Dead","finding",7.77490996304714,60
"Back for the Dead","smoothly",7.77490996304714,60
"Loan Shark","runnin",7.77450143922529,127
"Loan Shark","errand",7.77450143922529,127
"Loan Shark","snort",7.77450143922529,127
"Loan Shark","bleedin",7.77450143922529,127
"Loan Shark","market",7.77450143922529,127
"Loan Shark","you.d",7.77450143922529,127
"Loan Shark","muckin",7.77450143922529,127
"Loan Shark","stable",7.77450143922529,127
"Loan Shark","daisy",7.77450143922529,127
"Loan Shark","lass",7.77450143922529,127
"Loan Shark","selection",7.77450143922529,127
"Loan Shark","headwear",7.77450143922529,127
"Loan Shark","stock",7.77450143922529,127
"Loan Shark","replace",7.77450143922529,127
"Loan Shark","dowdy",7.77450143922529,127
"Heterosexual Life-Partners","throw",7.77450143922529,127
"Like a Son to Me","city",7.77235256911101,71
"Compassionate Critic","guide",7.77235256911101,71
"Tomboy and Girly Girl","PROPN",7.77184508457553,150
"White Magician Girl","PROPN",7.77184508457553,150
"Red and Black and Evil All Over","PROPN",7.77184508457553,150
"All-Encompassing Mantle","as",7.77182229649713,29
"The Chessmaster","power",7.77172750910883,265
"Feudal Overlord","dead",7.77060106708946,32
"Justice by Other Legal Means","dead",7.77060106708946,32
"Spear Counterpart","dead",7.77060106708946,32
"Bad Powers, Good People","dead",7.77060106708946,32
"The Insomniac","fly",7.77060106708946,32
"Turtle Island","fly",7.77060106708946,32
"Attack Its Weak Point","fly",7.77060106708946,32
"Beef Gate","fly",7.77060106708946,32
"Creation Myth","fly",7.77060106708946,32
"Home Field Advantage","fly",7.77060106708946,32
"Magic Eater","fly",7.77060106708946,32
"More Teeth than the Osmond Family","fly",7.77060106708946,32
"Swallowed Whole","fly",7.77060106708946,32
"Weather Manipulation","fly",7.77060106708946,32
"This Is Unforgivable!","influence",7.77051548466906,96
"This Is Unforgivable!","level",7.77051548466906,96
"Maligned Mixed Marriage","carefully",7.77006509756578,365
"Maligned Mixed Marriage","maester",7.77006509756578,365
"Maligned Mixed Marriage","destruction",7.77006509756578,365
"Maligned Mixed Marriage","cruelty",7.77006509756578,365
"Maligned Mixed Marriage","accept",7.77006509756578,365
"Maligned Mixed Marriage","punishment",7.77006509756578,365
"Maligned Mixed Marriage","whoever",7.77006509756578,365
"Maligned Mixed Marriage","implore",7.77006509756578,365
"Wave-Motion Gun","the",7.76978829221685,129
"Mutual Kill","fine",7.76955128194987,15
"Baby Don't Got Back","oh",7.76952716313181,126
"Apologises a Lot","often",7.76944560501125,75
"Dark Action Girl","growth",7.76906243642963,148
"Reasonable Authority Figure","armor",7.7685900594458,1651
"Blessed with Suck","ungh",7.76836905976164,66
"Blessed with Suck","engulf",7.76836905976164,66
"Good Old Fisticuffs","ungh",7.76836905976164,66
"Good Old Fisticuffs","engulf",7.76836905976164,66
"Mysterious Waif","north",7.76768575479629,40
"Beast Man","revenge",7.76768575479629,40
"My Beloved Smother","human",7.76768575479629,40
"Can't Drop the Hero","lifestream",7.76736321933782,21
"Tomato in the Mirror","lifestream",7.76736321933782,21
"Hate Sink","eater",7.76734203708161,334
"Jumped at the Call","kyte",7.76731296037824,203
"Jumped at the Call","solve",7.76731296037824,203
"Jumped at the Call","mystery",7.76731296037824,203
"Jumped at the Call","suspicious",7.76731296037824,203
"Forced Transformation","lend",7.76728635856263,63
"Obstructive Bureaucrat","rush",7.76728635856263,63
"Statuesque Stunner","fervent",7.76726001143221,87
"Statuesque Stunner","sodden",7.76726001143221,87
"Statuesque Stunner","log",7.76726001143221,87
"Bears Are Bad News","heh",7.76726001143221,87
"Bears Are Bad News","generally",7.76726001143221,87
"Bears Are Bad News","army",7.76726001143221,87
"Bears Are Bad News","legionnaire",7.76726001143221,87
"Bears Are Bad News","serious",7.76726001143221,87
"Bears Are Bad News","disciplined",7.76726001143221,87
"Bears Are Bad News","creative",7.76726001143221,87
"Continuity Nod","if.",7.76666104974796,195
"Guilt Complex","ship",7.76659753253361,257
"The Chooser of the One","decide",7.76512042339955,59
"Wild Hair","short",7.76512042339955,59
"Insult Backfire","yyyyyyyaaaaaahhhhhh",7.76508372839839,93
"Insult Backfire","present",7.76508372839839,93
"Mama Bear","edge",7.76508372839839,93
"Replacement Goldfish","stuff",7.76471264094208,112
"Effortless Amazonian Lift","headache",7.76471264094208,112
"Victoria's Secret Compartment","um",7.76416333366376,125
"The Power of Love","um",7.76416333366376,125
"The Quiet One","crawly",7.764000993681,90
"The Quiet One","weakness",7.764000993681,90
"Nightmare Fetishist","goddess",7.76398763620795,122
"Soul Jar","speak",7.763937717314,114
"Becoming the Mask","wait",7.7638449247645,132
"Perky Goth","yourself",7.76375475512519,17
"Dramatic Unmask","shall",7.76369741944238,107
"Bare-Fisted Monk","any",7.76349423651154,127
"Crouching Moron, Hidden Badass","always",7.76258137642536,232
"Leeroy Jenkins","shit",7.76256223365062,82
"Who Wants to Live Forever?","five",7.76256223365062,82
"Broken Ace","curious",7.76254264985439,134
"Samurai","curious",7.76254264985439,134
"Benevolent Boss","darken",7.7607387556472,141
"Benevolent Boss","midday",7.7607387556472,141
"Benevolent Boss","rate",7.7607387556472,141
"Missing Mom","pretty",7.7607387556472,141
"Adrenaline Makeover","darken",7.7607387556472,141
"Adrenaline Makeover","midday",7.7607387556472,141
"Adrenaline Makeover","rate",7.7607387556472,141
"Absent-Minded Professor","boy",7.76073678161143,117
"Maligned Mixed Marriage","path",7.7605976437493,365
"Insane Troll Logic","picture",7.76044796110624,44
"Insane Troll Logic","X5",7.76044796110624,44
"Goofy Suit","anytime",7.7603821443303,100
"Signature Move","child",7.75914495997953,242
"Attack! Attack! Attack!","hungry",7.75870575789408,15
"Boss Subtitles","strength",7.75835732704306,102
"No-Nonsense Nemesis","yet",7.7579802953503,66
"Optional Boss","thing",7.75794239091698,391
"Villain Respect","chase",7.75755733007223,204
"Time Master","quite",7.75752643249393,68
"Complexity Addiction","last",7.75724026370358,100
"Evil vs. Evil","last",7.75724026370358,100
"Humans Are Bastards","last",7.75724026370358,100
"Non-Uniform Uniform","last",7.75724026370358,100
"Practically Joker","last",7.75724026370358,100
"""Ray of Hope"" Ending","last",7.75724026370358,100
"Shifting Voice of Madness","last",7.75724026370358,100
"Viler New Villain","last",7.75724026370358,100
"You Can't Thwart Stage One","last",7.75724026370358,100
"Always Someone Better","reforge",7.75706583992751,290
"Always Someone Better","fuel",7.75706583992751,290
"Always Someone Better","rebirth",7.75706583992751,290
"Always Someone Better","fragment",7.75706583992751,290
"A Lighter Shade of Black","stay",7.75691639919846,10
"Pistol-Whipping","yeah",7.75691639919846,10
"The Caretaker","faith",7.75685382362353,38
"Earn Your Happy Ending","lot",7.75681966409444,58
"Earn Your Happy Ending","fiend",7.75681966409444,58
"In Love with Your Carnage","debt",7.75681966409444,58
"Canon Immigrant","wanna",7.75650357092255,33
"Girlish Pigtails","necessary",7.75642762773957,167
"Dem Bones","power",7.75548649615178,6
"Developer's Foresight","thank",7.75466213691505,54
"Trap Master","er",7.75393432446532,62
"Evil Cannot Comprehend Good","own",7.75392282768912,253
"Ice Queen","bad",7.75323691230892,48
"Family Business","arrangement",7.75323691230892,48
"Family Business","create",7.75323691230892,48
"Family Business","equitable",7.75323691230892,48
"Family Business","relationship",7.75323691230892,48
"Family Business","generate",7.75323691230892,48
"Family Business","revenue",7.75323691230892,48
"Family Business","approval",7.75323691230892,48
"Family Business","subject",7.75323691230892,48
"No Place for Me There","inform",7.75319333664794,80
"Miniature Senior Citizens","ah",7.75256986713049,22
"Butt-Monkey","amazed",7.75180408679658,325
"Butt-Monkey","whatsit",7.75180408679658,325
"Butt-Monkey","acquaint",7.75180408679658,325
"Butt-Monkey","private",7.75180408679658,325
"Butt-Monkey","surround",7.75180408679658,325
"Quest Giver","bet",7.75147050032246,221
"Quest Giver","bit",7.75147050032246,221
"Outliving One's Offspring","homeland",7.75139155113618,85
"Psychic Powers","heart",7.7511420663852,18
"Everything's Deader with Zombies","laugh",7.7511420663852,18
"The Napoleon","laugh",7.7511420663852,18
"Reviving Enemy","laugh",7.7511420663852,18
"See You in Hell","laugh",7.7511420663852,18
"Un-Evil Laugh","laugh",7.7511420663852,18
"Card-Carrying Villain","astos",7.75023128628267,291
"Armor-Piercing Attack","yuna",7.74998911177144,57
"Armor-Piercing Attack","hate",7.74998911177144,57
"Armor-Piercing Attack","technology",7.74998911177144,57
"Not in This for Your Revolution","lady",7.74998911177144,57
"Samurai Ponytail","hate",7.74998911177144,57
"Samurai Ponytail","technology",7.74998911177144,57
"The Resenter","More",7.74994580110159,97
"Kamehame Hadoken","haha",7.74994580110159,97
"I Should Have Been Better","safety",7.7478919741551,27
"Bifurcated Weapon","safety",7.7478919741551,27
"Boxed Crook","stand",7.7478919741551,27
"Combat Clairvoyance","stand",7.7478919741551,27
"The Dead Have Names","stand",7.7478919741551,27
"Explosive Leash","stand",7.7478919741551,27
"National Weapon","stand",7.7478919741551,27
"Raised by Orcs","stand",7.7478919741551,27
"Redemption Equals Life","stand",7.7478919741551,27
"Diegetic Soundtrack Usage","limit",7.7478919741551,27
"Mistreatment-Induced Betrayal","little",7.7478919741551,27
"Spell Blade","disposal",7.74786366678509,41
"Expository Hairstyle Change","thancre",7.74786366678509,41
"Game-Breaking Bug","follow",7.7478563621414,45
"Oh, No... Not Again!","venture",7.74784975898429,205
"Fire-Forged Friends","spy",7.74778405501928,135
"Good Old Ways","turn",7.74752284970489,32
"Superior Successor","both",7.74752284970489,32
"Honest Corporate Executive","he",7.74733662000972,174
"Proud Warrior Race Guy","battle",7.74489213889173,315
"Abhorrent Admirer","build",7.74476132166969,264
"Ye Olde Butcherede Englishe","boss",7.7446742309079,24
"Pungeon Master","magitek",7.7446136161381,56
"Big Fancy Castle","mortal",7.7446136161381,56
"Catlike Dragons","mortal",7.7446136161381,56
"Feathered Dragons","mortal",7.7446136161381,56
"Forgiven, but Not Forgotten","mortal",7.7446136161381,56
"Just a Flesh Wound","mortal",7.7446136161381,56
"The Farmer and the Viper","choice",7.74459163612235,72
"We Cannot Go On Without You","bond",7.74459163612235,72
"Scarf of Asskicking","rank",7.74457639166427,168
"Scarf of Asskicking","defense",7.74457639166427,168
"Underestimating Badassery","mountain",7.74457520851854,88
"Mighty Glacier","word",7.74395266781692,113
"Throw the Dog a Bone","edge",7.74385460683814,94
"Fallen Princess","search",7.74356193231053,43
"Death by Childbirth","room",7.74356193231053,43
"Straw Nihilist","sorrow",7.7435387719664,249
"Only One Name","sigh",7.74342035096584,292
"Only One Name","opponent",7.74342035096584,292
"Tagalong Kid","adamantoise",7.74315557044244,76
"The Dandy","fast",7.74287003202453,31
"Cassandra Truth","swear",7.74251452019898,30
"Weaksauce Weakness","crawly",7.74206834405773,91
"Weaksauce Weakness","weakness",7.74206834405773,91
"Combination Attack","Melphie",7.74206834405773,91
"Turns Red","best",7.74068133748573,55
"Turns Red","reckless",7.74068133748573,55
"Turns Red","inflict",7.74068133748573,55
"Turns Red","endure",7.74068133748573,55
"Turns Red","torment",7.74068133748573,55
"Turns Red","vengeance",7.74068133748573,55
"We Have Become Complacent","meet",7.74028326350718,63
"Artificial Limbs","we",7.73935436489505,49
"No Guy Wants to Be Chased","we",7.73935436489505,49
"Eating the Eye Candy","stomach",7.73932823133906,17
"Brooding Boy, Gentle Girl","stomach",7.73932823133906,17
"Petal Power","stomach",7.73932823133906,17
"You Are Worth Hell","golden",7.7385032335194,83
"The Mentor","wa",7.73838118759172,428
"The Mentor","yawn",7.73838118759172,428
"The Mentor","scramble",7.73838118759172,428
"The Mentor","smash",7.73838118759172,428
"The Mentor","boot",7.73838118759172,428
"Tomboy","nope",7.73818365976225,54
"Big Brother Mentor","until",7.73788129927039,148
"Last Words","wax",7.73747340808087,52
"Last Words","reclaim",7.73747340808087,52
"Last Words","calling",7.73747340808087,52
"The Straight and Arrow Path","able",7.73747340808087,52
"Sizeshifter","ye",7.73711512784954,53
"Red Is Heroic","PROPN",7.73708110131982,181
"Offscreen Teleportation","game",7.73706426725282,159
"Distressed Dude","ride",7.73602902590924,64
"Zero-Effort Boss","ride",7.73602902590924,64
"Self-Made Man","anyone",7.73466769380351,28
"Tall, Dark, and Snarky","now",7.73465297413041,73
"""Well Done, Son"" Guy","teach",7.73313520287401,136
"The Farmer and the Viper","never",7.73267221439554,72
"Spam Attack","never",7.73267221439554,72
"Lawman Baton","sure",7.73222628950195,7
"Shock Stick","sure",7.73222628950195,7
"Speed Echoes","sure",7.73222628950195,7
"Trick Bomb","sure",7.73222628950195,7
"Evil Genius","still",7.73189505306974,114
"Never Be Hurt Again","continue",7.73183847539215,20
"Genki Girl","come",7.7318071799832,243
"Lethal Joke Character","short",7.73176226621821,60
"Professional Butt-Kisser","home",7.73175084727783,142
"Grumpy Old Man","spell",7.73171158332853,124
"Bandit Mook","something",7.73042593017457,16
"Even Evil Can Be Loved","something",7.73042593017457,16
"Flaunting Your Fleets","something",7.73042593017457,16
"Leave No Witnesses","something",7.73042593017457,16
"Springtime for Hitler","something",7.73042593017457,16
"The Slacker","ability",7.73042593017457,16
"Tragic Bromance","ability",7.73042593017457,16
"Not in the Face!","something",7.73042593017457,16
"Our Elves Are Different","take",7.72997425309152,35
"Inconsistent Spelling","foolish",7.72986869099745,294
"Inconsistent Spelling","trash",7.72986869099745,294
"Chuunibyou","watch",7.72972017226575,14
"Go to Your Room!","defeat",7.72972017226575,14
"I Will Only Slow You Down","defeat",7.72972017226575,14
"Angrish","mission",7.72966722647471,38
